tau,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,accuracy,accuracy_std
0.1,0.5725889950093256,0.0497091289396258,0.7486360579378868,0.0183993677995385,0.7626530261769829,0.0114667839936289
0.2,0.5875248946772171,0.0421608713154272,0.7664833569450068,0.0153025133589373,0.7762689826059224,0.0106340977126997
0.3,0.5875248946772171,0.0421608713154272,0.7664833569450068,0.0153025133589373,0.7762689826059224,0.0106340977126997
0.4,0.585218139567103,0.0388986269536303,0.7617613298717452,0.0086245586300377,0.7723927283432693,0.0051522463632493
0.5,0.5665669663041554,0.0619667963265028,0.7486483223440414,0.0441222439103231,0.7612791639066756,0.037696401842898
0.6,0.5584480956439343,0.0442231295924542,0.7415048934818183,0.026382235101719,0.7538946542037732,0.0225345724776459
0.7,0.5818845292072866,0.0095015711966607,0.7646070862949752,0.0088654657895246,0.7723804617158558,0.0055512418728612
0.8,0.5574878083393101,0.0478975854367415,0.7390593496035938,0.0233805763304644,0.7547901180049557,0.0155087819823059
