param_value,scenario,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,test_weighted_f1_mean,test_weighted_f1_std,test_weighted_f1_count,test_loss_mean,test_loss_std,test_loss_count
0.1,full_system,0.7626530261769829,0.011466783993628916,2,0.5725889950093256,0.049709128939625806,2,0.7486360579378868,0.018399367799538574,2,0.55226924079507,0.012633322698574503,2
0.2,full_system,0.7762689826059224,0.010634097712699736,2,0.5875248946772171,0.042160871315427284,2,0.7664833569450068,0.015302513358937364,2,0.5186610831230757,0.017887786567237808,2
0.3,full_system,0.7762689826059224,0.010634097712699736,2,0.5875248946772171,0.042160871315427284,2,0.7664833569450068,0.015302513358937364,2,0.5186610831230757,0.017887786567237808,2
0.4,full_system,0.7723927283432693,0.005152246363249334,2,0.585218139567103,0.038898626953630396,2,0.7617613298717452,0.008624558630037787,2,0.5239514708650588,0.010406048472312902,2
0.5,full_system,0.7612791639066756,0.037696401842898096,2,0.5665669663041554,0.06196679632650287,2,0.7486483223440414,0.04412224391032319,2,0.5422092448132291,0.057557974827587115,2
0.6,full_system,0.7538946542037732,0.022534572477645922,2,0.5584480956439343,0.044223129592454294,2,0.7415048934818183,0.02638223510171907,2,0.5652167169412714,0.01322718364579387,2
0.7,full_system,0.7723804617158558,0.005551241872861243,2,0.5818845292072866,0.009501571196660773,2,0.7646070862949752,0.008865465789524692,2,0.5439083789756092,0.028582693634265903,2
0.8,full_system,0.7547901180049557,0.015508781982305946,2,0.5574878083393101,0.04789758543674157,2,0.7390593496035938,0.023380576330464475,2,0.5749729181107506,0.007197333936427803,2
