,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.13519111847850515,0.13546709972152707,0.1316666666666666,0.13265881331973028,0.13430093132310478,0.13781354152785008,0.13967933945561922,0.13842195621635275,0.133935158403548,0.13792937721956552,0.13728603535644354,0.14271196112581577,0.1446043052712316,0.14392766612120084,0.13983629369773803,0.14081367147737311,0.14072091311832044,0.14188032504670917,0.14197612982370394,0.1436808651903537,0.13742035667587346
1,0.4923957344307034,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.4500000000000001,0.4499999999999998,0.4500000000000001,0.4499999999999995,0.4499999999999998,0.4499999999999999,0.44999999999999957,0.4499999999999996,0.44999999999999946,0.4499999999999997,0.45000000000000046,0.44999999999999923,0.45000000000000007,0.44999999999999984,0.4243696464229054,0.44999999999999957,0.4111263399121863,0.42195960640877744,0.40783573994638966,0.40558086249125336,0.42722857678551185,0.42634964429072425,0.40329693069445555,0.41508923152225086,0.4334386365523938,0.4018592119082732
2,0.6382375900693347,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999946,0.4500000000000001,0.4499999999999994,0.45000000000000007,0.45000000000000034,0.40220219733564916,0.3915683876379634,0.40531426422464956,0.35228652505121905,0.4224852090426808,0.24834658445334848,0.22508606529228908,0.14709581191683815,0.2882014006170702,0.25000596865729857,0.2857539187247477,0.3909773495843133,0.3579713857856594,0.26992715834298464,0.316848778271622,0.23082191770897195,0.3346406212437097,0.2964749812052301,0.2324260817229201,0.14997271983859145
3,0.44999999999999996,0.44999999999999996,0.4499999999999997,0.45000000000000007,0.4499999999999997,0.4499999999999996,0.40774310319116547,0.4241380501546368,0.39223858139968026,0.3440477057056682,0.14145466775977647,0.30278641244369914,0.28679084630255364,0.22311183872940593,0.2765009376825769,0.25973145226982763,0.29003061839464606,0.4099702320923448,0.29647849070351806,0.29421449910227687,0.247083913399668,0.1483801921822047,0.21638985033969332,0.24358739815091268,0.22509755226859726,0.2189944808010624,0.27250028817814514,0.26667511677380495,0.15223256931761078,0.3234189341327259
4,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.6677730219848338,0.6557909557462225,0.7717835232819023,0.7128792076759155,0.6561878242890694,0.6227684200008815,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7569428196334542,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023,0.7717835232819023
5,0.6114458775939472,0.46826762577443565,0.44999999999999996,0.45000000000000023,0.44999999999999946,0.44999999999999996,0.44999999999999996,0.44999999999999973,0.45000000000000023,0.4500000000000002,0.45,0.4499999999999994,0.45000000000000023,0.44999999999999996,0.44999999999999973,0.4500000000000001,0.44999999999999996,0.3988425857602735,0.4187185789620498,0.4364779007986424,0.4322362086210705,0.4343386217284553,0.4362153409267781,0.3980919922571519,0.42617843919462933,0.44160771456486453,0.38591845077648074,0.38933661320132035,0.4105961177318529,0.3196356773893542
6,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1322288124252199,0.1316666666666666,0.13456025592852724,0.14469044412459214,0.1427013299751002,0.14022118656208646,0.13572872197258998,0.14165376987246048,0.13858896190938758,0.14386611206604571,0.14470264045799217,0.14543205077263482,0.14099602510741088,0.1420593044189382,0.14188584345389,0.14605532199605892,0.14125488230142152,0.14240815576367757,0.1423636788280132,0.1432295035243774,0.14307979901606468,0.14498340141871788,0.14560865287585203,0.14293057063034958
7,0.44999999999999996,0.4500000000000001,0.4499999999999996,0.45,0.45000000000000046,0.4170215895494872,0.39905282214696286,0.40462584074427965,0.3212210868163733,0.14191118354872662,0.2561005848658957,0.2378514545730586,0.34506876754158083,0.2894493988897787,0.3147908012964523,0.21721319856116506,0.26370629507439697,0.23492309247202856,0.25596257194452704,0.2829355158856834,0.24604621936802873,0.21290360275818324,0.29000048204423784,0.24899276538632178,0.1945854695685824,0.2647790273775771,0.29211869158757997,0.24637723224408623,0.2710643351887192,0.3520320331561147
8,0.6179234897685578,0.5338665359167938,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999973,0.45000000000000023,0.44999999999999996,0.44999999999999984,0.45,0.4499999999999996,0.44999999999999957,0.4500000000000003,0.4499999999999999,0.45000000000000034,0.45000000000000007,0.45000000000000023,0.45000000000000046,0.4499999999999996,0.44999999999999934,0.44999999999999934,0.44999999999999957,0.4500000000000002,0.4499999999999998,0.45000000000000007,0.4499999999999997,0.45000000000000023,0.45000000000000023
9,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.1316666666666666,0.13255023962794787,0.1316666666666666,0.1316666666666666,0.13537181571713863,0.13492538476995386,0.1316666666666666,0.1324618492243656,0.13586059751214336,0.1316666666666666
