seed,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,loss,epoch,train_loss
7,0.7750245338567223,0.6118576824408994,0.7668226032036833,0.690923653053945,0.5973403137652904,0.5166158576942871,0,0.6486421149131465
7,0.7844210009813543,0.6174429912916886,0.7776001549098076,0.6986260809978883,0.6029390710715656,0.4976766120229315,1,0.5310556027991319
7,0.786089303238469,0.6208172962462135,0.779221164284886,0.7042459879599472,0.6062288135023561,0.4908040661573176,2,0.5169292091151346
7,0.7878312070657507,0.6198835615900276,0.7810851339717776,0.7179699389377922,0.6041532748405103,0.4867965645832215,3,0.5075583675278913
7,0.7872669283611383,0.623237306407888,0.7789546237729182,0.6979929925874646,0.6103189640861488,0.48330707044666954,4,0.5041423259432439
7,0.7905053974484789,0.6235350808610189,0.7837606934938658,0.7165458801862736,0.6116059980895278,0.47838008008363553,5,0.497894822330651
7,0.7921491658488714,0.6259915643102549,0.7859422961136995,0.7141714637184369,0.6115910861323333,0.47471575900780677,6,0.49629446954516043
7,0.7939401373895977,0.6324174648819119,0.7901080813267713,0.6747390402664697,0.6182384201012855,0.4735896558827109,7,0.492109127510778
7,0.7922718351324828,0.6268491739815284,0.785573668364332,0.7106743784903851,0.6116702533065462,0.47306466144715253,8,0.4915478406488144
7,0.7938174681059863,0.6281566686150939,0.7889801310700532,0.7121979338910478,0.6117406547176444,0.46924118850603186,9,0.49048375819558454
7,0.7942836113837095,0.6294601309178363,0.7886027264289196,0.712625323321769,0.6142685568271671,0.4694104525011117,10,0.48724888201795546
7,0.7941609421000981,0.6283478079669632,0.7884583826500595,0.7154323681943504,0.6130888612479315,0.46976449309434226,11,0.48685482141707903
7,0.7935966633954857,0.6290990550991113,0.7879699715202615,0.6781017109262273,0.6161816606982389,0.4679174301551766,12,0.4852815240875856
7,0.7922473012757606,0.6271315685349989,0.784710123244492,0.716171563210569,0.6135367091737439,0.46869881791853224,13,0.484603488841303
7,0.796712463199215,0.6307497197932745,0.7932885784874502,0.7185297088540876,0.6142917100873603,0.4663466695948368,14,0.4847481243270565
7,0.7945780176643769,0.6273013940984348,0.7895018541559577,0.717918268361075,0.6113100315786502,0.46766738666987395,15,0.48241587880338194
7,0.7942100098135427,0.6284789684420943,0.7882157447610658,0.7032391636244686,0.61431488676957,0.4647089231002553,16,0.4819753127916999
7,0.7932286555446516,0.6286055537269208,0.7903011804462498,0.7094472931570532,0.6126125167239559,0.46888580397137014,17,0.4814843937579856
7,0.7939892051030422,0.6272317425884046,0.7882641232286289,0.7243821297444539,0.612631800847658,0.4657074678400431,18,0.4804970963393462
7,0.7943572129538764,0.6270253785503023,0.7879568178294885,0.7215045909837365,0.6130677754024765,0.46355432916553263,19,0.47990756444866656
7,0.7945534838076546,0.6270217457502713,0.7872667451380088,0.7373418603014739,0.6118311612165925,0.46352971145285476,20,0.47952266632474944
7,0.7957065750736015,0.6284653057869556,0.7897209728831183,0.7216655630198979,0.6142379494301909,0.4610124941780008,21,0.47966052236884305
7,0.7965161923454367,0.6291711839552225,0.7906502483320399,0.7263337153212314,0.6143348185309343,0.4627249129036107,22,0.4782483569397666
7,0.7943326790971541,0.6239779274461051,0.7872625390285286,0.735978304977619,0.6101807301931614,0.46228065827643905,23,0.47709609733344555
7,0.7955593719332679,0.6297149665941012,0.7924025632876247,0.7126162247218302,0.6130098330058182,0.46551102328464256,24,0.4766681747981251
7,0.79450441609421,0.6264947419953818,0.788225119328636,0.7240496111678223,0.6106088043419123,0.46386650242679134,25,0.4762958051522547
7,0.7966388616290481,0.6293284433378545,0.7907411289816391,0.7333702744265413,0.613397059365453,0.4608770338663058,26,0.4758416449820658
7,0.7969332679097154,0.6311548506409593,0.7935986992385564,0.6976688633513086,0.6149227052873214,0.4621457991819971,27,0.4756940658855223
7,0.7969332679097154,0.6293923380907354,0.790713402100685,0.7305448655122265,0.6139424424992759,0.45978259684644107,28,0.4747623964611019
7,0.7974730127576055,0.6295610682510211,0.7913583414251305,0.7239958059591673,0.6142928711778003,0.4598978688368269,29,0.4744755186820797
