seed,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,loss,epoch,train_loss
2025,0.7701668302257115,0.6060796181642749,0.761360273259188,0.679333520189727,0.5942646284273462,0.5185068207236337,0,0.6458566938754774
2025,0.780323846908734,0.6083336677477418,0.771941137995989,0.7283929934568312,0.5942485885402834,0.4988551835199568,1,0.5312652745337034
2025,0.7851815505397448,0.6172998611601589,0.777697483419556,0.718060422139368,0.6023645137413453,0.4906136435077282,2,0.51645777303934
2025,0.7887880274779195,0.6217840111481909,0.7821964107626777,0.7009075961723656,0.6078336089219046,0.4821704561272828,3,0.5071599089975809
2025,0.7871933267909715,0.62584646242197,0.7827189963723762,0.6757373811472889,0.6111736487302937,0.4798014572487963,4,0.5024701927130852
2025,0.7888370951913641,0.6205870977234228,0.7811401076501748,0.7173660621485409,0.6066755188244883,0.4811057183412621,5,0.49820308881749603
2025,0.7911923454367027,0.6229808410196742,0.7876223773254355,0.720850879459457,0.6059741239249339,0.4779095740500797,6,0.4957857629340755
2025,0.791928361138371,0.6285269133424972,0.7881011963302232,0.6916732552175548,0.6116831354038003,0.47428227013764834,7,0.49345059795162993
2025,0.7905299313052012,0.6255732068391567,0.7849072366040996,0.6970156992010559,0.6110573711763025,0.47178728966530453,8,0.4909974971113275
2025,0.7949214916584887,0.6294787437378526,0.7911840097448104,0.6894351056240642,0.6137712257547093,0.4697038667358758,9,0.48997368670572544
2025,0.7918547595682042,0.6244756940343293,0.7857441977856243,0.7148655967100357,0.609086992633654,0.4702263222826358,10,0.4881678264437256
2025,0.7923209028459274,0.6219725136294186,0.7854271611167959,0.7337391985510155,0.6075281651250652,0.46949619596442016,11,0.487088905759295
2025,0.7900883218842002,0.620565645580613,0.7835240948763599,0.7308930656241617,0.6055916188649428,0.47083569976836587,12,0.4856742058447602
2025,0.7954612365063788,0.6285373931495597,0.791560136010825,0.6996301704677884,0.6137223681023896,0.4687193304329555,13,0.48445615964757277
2025,0.7956084396467125,0.6294272363934904,0.7922550259621581,0.7019477313687681,0.6145558786932596,0.46707994799852603,14,0.4839326118807228
2025,0.7918792934249264,0.6276364185874632,0.7848919715980243,0.6814047406328267,0.6151201028386133,0.46761166887966527,15,0.4840283192054586
2025,0.7938174681059863,0.6231771498900776,0.7868234516619395,0.7280940969278913,0.6093447058324959,0.46579912090207926,16,0.4859686553521171
2025,0.7961236506378803,0.6313994103967908,0.7929991257559095,0.7026102767841198,0.6152002351392586,0.4672165972678771,17,0.4816403267817425
2025,0.7968842001962708,0.6321773400768356,0.7935487430834075,0.7058803791825686,0.6174423020034648,0.4668118298112235,18,0.4810855737632157
2025,0.793351324828263,0.6262346308975175,0.7864345640040208,0.7068232945232104,0.6126901964579292,0.46502776216126984,19,0.48159991886283054
2025,0.795387634936212,0.6260958113728501,0.7914488980605776,0.7181921398856326,0.6101953320506152,0.46412837708897164,20,0.4810242263496401
2025,0.7947252208047105,0.6298122255543875,0.7883671094330221,0.7185327722359087,0.614383119038937,0.46188724506591555,21,0.48069291794028024
2025,0.7982826300294407,0.6300406221890994,0.794768617319479,0.7146357565055856,0.6137800268319624,0.4619216252589951,22,0.4785864675046518
2025,0.7986015701668302,0.6316069389991233,0.7957163174081808,0.8237100338939716,0.6166872460772321,0.4631238920531867,23,0.4781559284541216
2025,0.7945289499509323,0.6245542387934346,0.7878180236569127,0.7351211074197779,0.6107230620635077,0.4614404912317817,24,0.47854705917631113
2025,0.7972276741903828,0.6326770830935048,0.7939130714001005,0.8282182703072714,0.6150740469068778,0.46233532112877784,25,0.47740139676582577
2025,0.7966879293424927,0.6308464425628759,0.7905609094224157,0.8501626016546434,0.614516305182178,0.4606994306959278,26,0.47747799568408017
2025,0.7958537782139352,0.6324516691967402,0.789287721839151,0.84279717087889,0.6159527891333627,0.4582821727149971,27,0.4758201406699348
2025,0.7977674190382729,0.6322018062408374,0.7944306774591225,0.8330656578264575,0.6156296232757285,0.45889511258141213,28,0.4761898952204758
2025,0.7990186457311089,0.6327640011039919,0.7942458052976309,0.844093312259226,0.6176133035853322,0.4578440800031338,29,0.47513954335152275
