seed,scenario,aggregation_method,use_he,use_fuzzy,use_zt,round_idx,train_loss_avg,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,n_accepted,n_rejected,n_malicious_total,n_malicious_rejected,time_local_train_sec,time_encrypt_sec,time_aggregate_sec,time_decrypt_sec,time_fuzzy_sec,time_total_sec,he_ciphertext_bytes
2024,fedavg_he,fedavg,True,False,False,20,0.3405857563500311,0.7748361754113254,0.6850343473994112,0.5235701014277516,0.6380280625863964,10,0,3,0,9.941335201263428,5.387106895446777,3.144127368927002,0.18985557556152344,0.0,18.964884519577026,12062720
2024,fedavg_he,fedavg,True,False,False,21,0.33952773059500246,0.784083754789373,0.6871687929342493,0.5281413224567977,0.6402605790372964,10,0,3,0,10.341576099395752,5.379746675491333,3.1356141567230225,0.18967127799987793,0.0,19.349851608276367,12062720
2024,fedavg_he,fedavg,True,False,False,22,0.34009634631043845,0.7789067531357335,0.6884936211972522,0.5301574095997628,0.6420611698950557,10,0,3,0,10.046268939971924,5.279297828674316,3.1731202602386475,0.18812799453735352,0.0,18.990596055984497,12062720
2024,fedavg_he,fedavg,True,False,False,23,0.3384591397725486,0.7609513347352452,0.6893523061825318,0.5297068213393749,0.6435242993327402,10,0,3,0,9.968591928482056,5.345271587371826,3.1514928340911865,0.19253897666931152,0.0,18.96674871444702,12062720
2024,fedavg_he,fedavg,True,False,False,24,0.3382222002405779,0.7698451063700817,0.6885917566241413,0.5309045433636238,0.6422682415448888,10,0,3,0,10.951001644134521,5.343378305435181,3.1409413814544678,0.19177889823913574,0.0,19.93086338043213,12062720
2024,fedavg_he,fedavg,True,False,False,25,0.3383405596281434,0.7614815334810476,0.6906526005888126,0.5329812595038328,0.6445830411591384,10,0,3,0,10.12098503112793,5.4013354778289795,3.1461007595062256,0.1815330982208252,0.0,19.15255093574524,12062720
2024,fedavg_he,fedavg,True,False,False,26,0.3374348604953459,0.7627964233158849,0.6913886162904809,0.5323826103560846,0.6453166186199409,10,0,3,0,10.104363203048706,5.3805248737335205,3.170314311981201,0.18261981010437012,0.0,19.13955807685852,12062720
2024,fedavg_he,fedavg,True,False,False,27,0.33750423106421207,0.7648096685437623,0.6917811579980373,0.5331275089068298,0.646025105672094,10,0,3,0,10.148544788360596,5.164341926574707,3.3530850410461426,0.1911017894744873,0.0,19.15897512435913,12062720
2024,fedavg_he,fedavg,True,False,False,28,0.33616321785428005,0.7688227585183276,0.6931059862610403,0.5366552141804999,0.6479005458542488,10,0,3,0,10.091678380966187,5.193850755691528,3.3552355766296387,0.19101548194885254,0.0,19.138435125350952,12062720
2024,fedavg_he,fedavg,True,False,False,29,0.3370496250891786,0.7541172959736683,0.6918792934249264,0.5355518544409621,0.647266737855505,10,0,3,0,9.6258864402771,5.152122259140015,3.3512399196624756,0.18274307250976562,0.0,18.60615062713623,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,0,0.4824955330465485,1.047838801420472,0.6088567222767419,0.36249050820597273,0.5127936964922966,10,0,3,0,9.819869041442871,5.417104959487915,3.496976137161255,0.19271588325500488,0.09712743759155273,19.339191198349,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,1,0.3872080988172716,0.7559338585551283,0.6219578017664377,0.37614881450092763,0.5281921251716688,10,0,3,0,9.79296326637268,5.355095148086548,3.567601203918457,0.1863541603088379,0.10235977172851562,19.313655138015747,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,2,0.3696658852060188,0.6809935879543555,0.6584396467124632,0.431735563674142,0.5924404768776802,10,0,3,0,9.888512134552002,5.395183801651001,3.526426076889038,0.1846761703491211,0.10161805152893066,19.392125606536865,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,3,0.3607611941558734,0.6438863737426398,0.6760058881256134,0.458129240645801,0.6235283147773953,10,0,3,0,9.976313829421997,5.370911598205566,3.4647228717803955,0.19179272651672363,0.09767532348632812,19.40743064880371,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,4,0.35589458286542375,0.618551625260193,0.683243375858685,0.49519926882592713,0.6368312418862258,10,0,3,0,10.039427042007446,5.356109619140625,3.536639928817749,0.18735313415527344,0.09749722480773926,19.52206063270569,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,5,0.3522500975665868,0.6112872227602314,0.6902845927379784,0.5052179897170489,0.6465841500931857,10,0,3,0,9.95974063873291,5.3843162059783936,3.6948394775390625,0.18213176727294922,0.09751629829406738,19.617572784423828,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,6,0.34918062363963914,0.6046249868825326,0.6936457311089304,0.5171556749566462,0.6518319856970867,10,0,3,0,10.044898509979248,5.177404880523682,3.70271372795105,0.18624639511108398,0.10175633430480957,19.517502307891846,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,7,0.34598346135543634,0.5984519149885094,0.6983807654563298,0.5257467996243916,0.6599248765615624,10,0,3,0,9.922024011611938,5.232142686843872,3.735531806945801,0.1873786449432373,0.10162949562072754,19.483710289001465,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,8,0.3448004000303632,0.5876106501795476,0.7034347399411187,0.5327530440985235,0.6680706500768413,10,0,3,0,10.117006540298462,5.261312484741211,3.559774160385132,0.18835830688476562,0.3058197498321533,19.737983465194702,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,9,0.3425027050743294,0.5810812893044843,0.7053729146221787,0.5359518777231048,0.6721919627353649,10,0,3,0,10.214528799057007,5.405209302902222,3.528231620788574,0.18627572059631348,0.12726283073425293,19.762971878051758,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,10,0.34100802822585596,0.5791227211545096,0.7071884200196271,0.5425044841061727,0.6744077539093721,10,0,3,0,9.955764532089233,5.424669027328491,3.525784730911255,0.1874685287475586,0.09655356407165527,19.49051809310913,12062720
